time, mean_OMNO2d_003_ColumnAmountNO2TropCloudScreened,location_name,location_coordinates
2020-04-15,-1.267651e+30,MADRID,5W_39N_2W_41N
2020-04-16,1.37102389e+15,MADRID,5W_39N_2W_41N
2020-04-17,-1.267651e+30,MADRID,5W_39N_2W_41N
2020-04-18,-1.267651e+30,MADRID,5W_39N_2W_41N
2020-04-19,1.00381231e+15,MADRID,5W_39N_2W_41N
2020-04-20,-1.267651e+30,MADRID,5W_39N_2W_41N
2020-04-21,7.08736209e+13,MADRID,5W_39N_2W_41N
2020-04-22,7.61480522e+14,MADRID,5W_39N_2W_41N
2020-04-23,1.67954267e+15,MADRID,5W_39N_2W_41N
2020-04-24,-1.267651e+30,MADRID,5W_39N_2W_41N
2020-04-25,1.9389301e+15,MADRID,5W_39N_2W_41N
2020-04-26,-1.267651e+30,MADRID,5W_39N_2W_41N
2020-04-27,6.81108866e+14,MADRID,5W_39N_2W_41N
2020-04-28,1.02278371e+15,MADRID,5W_39N_2W_41N
2020-04-29,1.68847298e+15,MADRID,5W_39N_2W_41N
2020-04-30,1.59026573e+15,MADRID,5W_39N_2W_41N
2020-05-01,-5.48301914e+15,MADRID,5W_39N_2W_41N
2020-05-02,8.52168622e+14,MADRID,5W_39N_2W_41N
2020-05-03,-1.267651e+30,MADRID,5W_39N_2W_41N
2020-05-04,1.94076298e+15,MADRID,5W_39N_2W_41N
2020-05-05,7.00259051e+14,MADRID,5W_39N_2W_41N
2020-05-06,1.30631833e+15,MADRID,5W_39N_2W_41N
2020-05-07,1.53588312e+15,MADRID,5W_39N_2W_41N
2020-05-08,-4.82877175e+13,MADRID,5W_39N_2W_41N
2020-05-09,7.19323404e+14,MADRID,5W_39N_2W_41N
2020-05-10,-1.267651e+30,MADRID,5W_39N_2W_41N
2020-05-11,1.59918745e+15,MADRID,5W_39N_2W_41N
2020-05-12,-1.267651e+30,MADRID,5W_39N_2W_41N
2020-05-13,1.13885662e+15,MADRID,5W_39N_2W_41N
2020-05-14,1.39638388e+14,MADRID,5W_39N_2W_41N
2020-05-15,1.74928904e+15,MADRID,5W_39N_2W_41N
2020-05-16,1.04135851e+15,MADRID,5W_39N_2W_41N
2020-05-17,1.12148851e+15,MADRID,5W_39N_2W_41N
2020-05-18,1.4575695e+15,MADRID,5W_39N_2W_41N
2020-05-19,-1.267651e+30,MADRID,5W_39N_2W_41N
2020-05-20,2.10487932e+15,MADRID,5W_39N_2W_41N
2020-05-21,1.10767589e+15,MADRID,5W_39N_2W_41N
2020-05-22,1.57156262e+15,MADRID,5W_39N_2W_41N
2020-05-23,1.12324468e+15,MADRID,5W_39N_2W_41N
2020-05-24,-2.96234061e+14,MADRID,5W_39N_2W_41N
